b'Ping:',b'13.204',b'ms',b'Download:',b'2157.15',b'Mbit/s',b'Upload:',b'622.49',b'Mbit/s',2026-02-17 08:31:41
b'Ping:',b'13.2',b'ms',b'Download:',b'2272.66',b'Mbit/s',b'Upload:',b'644.90',b'Mbit/s',2026-02-17 08:31:46
b'Ping:',b'13.058',b'ms',b'Download:',b'3186.89',b'Mbit/s',b'Upload:',b'618.09',b'Mbit/s',2026-02-17 08:31:50
b'Ping:',b'13.15',b'ms',b'Download:',b'2286.55',b'Mbit/s',b'Upload:',b'664.56',b'Mbit/s',2026-02-17 08:31:55
b'Ping:',b'13.247',b'ms',b'Download:',b'2329.26',b'Mbit/s',b'Upload:',b'616.61',b'Mbit/s',2026-02-17 08:31:59
b'Ping:',b'13.422',b'ms',b'Download:',b'3305.65',b'Mbit/s',b'Upload:',b'527.71',b'Mbit/s',2026-02-17 08:32:04
b'Ping:',b'13.822',b'ms',b'Download:',b'2377.78',b'Mbit/s',b'Upload:',b'682.40',b'Mbit/s',2026-02-17 08:32:09
b'Ping:',b'14.201',b'ms',b'Download:',b'2465.96',b'Mbit/s',b'Upload:',b'676.34',b'Mbit/s',2026-02-17 08:32:13
b'Ping:',b'13.807',b'ms',b'Download:',b'3295.50',b'Mbit/s',b'Upload:',b'580.35',b'Mbit/s',2026-02-17 08:32:18
b'Ping:',b'14.066',b'ms',b'Download:',b'2310.94',b'Mbit/s',b'Upload:',b'576.96',b'Mbit/s',2026-02-17 08:32:22
b'Ping:',b'13.52',b'ms',b'Download:',b'2307.93',b'Mbit/s',b'Upload:',b'717.55',b'Mbit/s',2026-02-17 08:32:27
b'Ping:',b'17.275',b'ms',b'Download:',b'3147.50',b'Mbit/s',b'Upload:',b'666.15',b'Mbit/s',2026-02-17 08:32:32
b'Ping:',b'14.009',b'ms',b'Download:',b'2263.08',b'Mbit/s',b'Upload:',b'670.85',b'Mbit/s',2026-02-17 08:32:36
b'Ping:',b'13.6',b'ms',b'Download:',b'2289.17',b'Mbit/s',b'Upload:',b'642.98',b'Mbit/s',2026-02-17 08:32:41
b'Ping:',b'13.417',b'ms',b'Download:',b'2360.38',b'Mbit/s',b'Upload:',b'614.25',b'Mbit/s',2026-02-17 08:32:45
b'Ping:',b'13.58',b'ms',b'Download:',b'2371.59',b'Mbit/s',b'Upload:',b'588.81',b'Mbit/s',2026-02-17 08:32:50
b'Ping:',b'13.47',b'ms',b'Download:',b'2688.18',b'Mbit/s',b'Upload:',b'593.49',b'Mbit/s',2026-02-17 08:32:55
b'Ping:',b'13.762',b'ms',b'Download:',b'2210.32',b'Mbit/s',b'Upload:',b'559.12',b'Mbit/s',2026-02-17 08:32:59
b'Ping:',b'13.692',b'ms',b'Download:',b'2246.38',b'Mbit/s',b'Upload:',b'634.99',b'Mbit/s',2026-02-17 08:33:04
b'Ping:',b'13.764',b'ms',b'Download:',b'3429.51',b'Mbit/s',b'Upload:',b'528.60',b'Mbit/s',2026-02-17 08:33:09
b'Ping:',b'13.776',b'ms',b'Download:',b'2366.37',b'Mbit/s',b'Upload:',b'567.92',b'Mbit/s',2026-02-17 08:33:14
b'Ping:',b'13.708',b'ms',b'Download:',b'2311.80',b'Mbit/s',b'Upload:',b'674.44',b'Mbit/s',2026-02-17 08:33:19
b'Ping:',b'13.72',b'ms',b'Download:',b'3282.53',b'Mbit/s',b'Upload:',b'596.21',b'Mbit/s',2026-02-17 08:33:23
b'Ping:',b'14.118',b'ms',b'Download:',b'2269.25',b'Mbit/s',b'Upload:',b'687.89',b'Mbit/s',2026-02-17 08:33:28
b'Ping:',b'13.543',b'ms',b'Download:',b'2144.25',b'Mbit/s',b'Upload:',b'566.26',b'Mbit/s',2026-02-17 08:33:32
b'Ping:',b'13.942',b'ms',b'Download:',b'2394.48',b'Mbit/s',b'Upload:',b'682.69',b'Mbit/s',2026-02-17 08:33:37
b'Ping:',b'13.741',b'ms',b'Download:',b'2360.91',b'Mbit/s',b'Upload:',b'642.43',b'Mbit/s',2026-02-17 08:33:42
b'Ping:',b'13.349',b'ms',b'Download:',b'2469.34',b'Mbit/s',b'Upload:',b'563.91',b'Mbit/s',2026-02-17 08:33:47
b'Ping:',b'13.603',b'ms',b'Download:',b'2322.02',b'Mbit/s',b'Upload:',b'631.81',b'Mbit/s',2026-02-17 08:33:52
b'Ping:',b'13.655',b'ms',b'Download:',b'2134.16',b'Mbit/s',b'Upload:',b'674.89',b'Mbit/s',2026-02-17 08:33:56
b'Ping:',b'14.555',b'ms',b'Download:',b'3091.86',b'Mbit/s',b'Upload:',b'560.14',b'Mbit/s',2026-02-17 08:34:01
b'Ping:',b'13.563',b'ms',b'Download:',b'2159.27',b'Mbit/s',b'Upload:',b'591.23',b'Mbit/s',2026-02-17 08:34:06
b'Ping:',b'13.65',b'ms',b'Download:',b'2187.89',b'Mbit/s',b'Upload:',b'719.99',b'Mbit/s',2026-02-17 08:34:11
b'Ping:',b'13.755',b'ms',b'Download:',b'3167.76',b'Mbit/s',b'Upload:',b'667.80',b'Mbit/s',2026-02-17 08:34:15
b'Ping:',b'13.76',b'ms',b'Download:',b'2306.74',b'Mbit/s',b'Upload:',b'667.57',b'Mbit/s',2026-02-17 08:34:19
b'Ping:',b'13.539',b'ms',b'Download:',b'2215.29',b'Mbit/s',b'Upload:',b'630.99',b'Mbit/s',2026-02-17 08:34:24
b'Ping:',b'14.214',b'ms',b'Download:',b'3230.99',b'Mbit/s',b'Upload:',b'645.52',b'Mbit/s',2026-02-17 08:34:29
b'Ping:',b'13.595',b'ms',b'Download:',b'2367.31',b'Mbit/s',b'Upload:',b'646.61',b'Mbit/s',2026-02-17 08:34:33
b'Ping:',b'13.632',b'ms',b'Download:',b'2287.06',b'Mbit/s',b'Upload:',b'625.75',b'Mbit/s',2026-02-17 08:34:38
b'Ping:',b'13.897',b'ms',b'Download:',b'3102.35',b'Mbit/s',b'Upload:',b'690.33',b'Mbit/s',2026-02-17 08:34:43
b'Ping:',b'13.575',b'ms',b'Download:',b'2355.62',b'Mbit/s',b'Upload:',b'650.59',b'Mbit/s',2026-02-17 08:34:47
b'Ping:',b'13.796',b'ms',b'Download:',b'2216.15',b'Mbit/s',b'Upload:',b'644.30',b'Mbit/s',2026-02-17 08:34:52
b'Ping:',b'13.833',b'ms',b'Download:',b'2307.40',b'Mbit/s',b'Upload:',b'688.86',b'Mbit/s',2026-02-17 08:34:56
b'Ping:',b'13.782',b'ms',b'Download:',b'2293.59',b'Mbit/s',b'Upload:',b'657.68',b'Mbit/s',2026-02-17 08:35:01
b'Ping:',b'13.884',b'ms',b'Download:',b'2576.54',b'Mbit/s',b'Upload:',b'597.63',b'Mbit/s',2026-02-17 08:35:06
b'Ping:',b'13.751',b'ms',b'Download:',b'2128.05',b'Mbit/s',b'Upload:',b'565.44',b'Mbit/s',2026-02-17 08:35:10
b'Ping:',b'13.774',b'ms',b'Download:',b'2270.09',b'Mbit/s',b'Upload:',b'624.26',b'Mbit/s',2026-02-17 08:35:15
b'Ping:',b'13.856',b'ms',b'Download:',b'3408.27',b'Mbit/s',b'Upload:',b'688.87',b'Mbit/s',2026-02-17 08:35:20
b'Ping:',b'13.998',b'ms',b'Download:',b'2383.23',b'Mbit/s',b'Upload:',b'517.80',b'Mbit/s',2026-02-17 08:35:24
b'Ping:',b'14.084',b'ms',b'Download:',b'2274.59',b'Mbit/s',b'Upload:',b'577.76',b'Mbit/s',2026-02-17 08:35:29
b'Ping:',b'13.67',b'ms',b'Download:',b'3339.34',b'Mbit/s',b'Upload:',b'546.55',b'Mbit/s',2026-02-17 08:35:34
b'Ping:',b'13.774',b'ms',b'Download:',b'2087.49',b'Mbit/s',b'Upload:',b'708.27',b'Mbit/s',2026-02-17 08:35:39
b'Ping:',b'13.892',b'ms',b'Download:',b'2265.79',b'Mbit/s',b'Upload:',b'689.15',b'Mbit/s',2026-02-17 08:35:44
b'Ping:',b'13.9',b'ms',b'Download:',b'2751.45',b'Mbit/s',b'Upload:',b'660.16',b'Mbit/s',2026-02-17 08:35:48
b'Ping:',b'13.696',b'ms',b'Download:',b'2284.64',b'Mbit/s',b'Upload:',b'591.71',b'Mbit/s',2026-02-17 08:35:53
b'Ping:',b'13.683',b'ms',b'Download:',b'2298.04',b'Mbit/s',b'Upload:',b'708.11',b'Mbit/s',2026-02-17 08:35:58
b'Ping:',b'13.543',b'ms',b'Download:',b'2375.90',b'Mbit/s',b'Upload:',b'516.04',b'Mbit/s',2026-02-17 08:36:02
b'Ping:',b'13.538',b'ms',b'Download:',b'2382.80',b'Mbit/s',b'Upload:',b'633.11',b'Mbit/s',2026-02-17 08:36:08
b'Ping:',b'13.688',b'ms',b'Download:',b'3385.97',b'Mbit/s',b'Upload:',b'569.42',b'Mbit/s',2026-02-17 08:36:12
b'Ping:',b'14.07',b'ms',b'Download:',b'2282.86',b'Mbit/s',b'Upload:',b'672.47',b'Mbit/s',2026-02-17 08:36:17
b'Ping:',b'14.382',b'ms',b'Download:',b'2399.94',b'Mbit/s',b'Upload:',b'546.63',b'Mbit/s',2026-02-17 08:36:22
b'Ping:',b'13.93',b'ms',b'Download:',b'3396.11',b'Mbit/s',b'Upload:',b'708.69',b'Mbit/s',2026-02-17 08:36:26
b'Ping:',b'13.723',b'ms',b'Download:',b'2318.86',b'Mbit/s',b'Upload:',b'499.78',b'Mbit/s',2026-02-17 08:36:31
b'Ping:',b'13.644',b'ms',b'Download:',b'2409.85',b'Mbit/s',b'Upload:',b'640.02',b'Mbit/s',2026-02-17 08:36:36
b'Ping:',b'14.23',b'ms',b'Download:',b'3120.05',b'Mbit/s',b'Upload:',b'625.23',b'Mbit/s',2026-02-17 08:36:41
b'Ping:',b'14.174',b'ms',b'Download:',b'2457.06',b'Mbit/s',b'Upload:',b'544.86',b'Mbit/s',2026-02-17 08:36:45
b'Ping:',b'14.099',b'ms',b'Download:',b'2185.81',b'Mbit/s',b'Upload:',b'757.33',b'Mbit/s',2026-02-17 08:36:50
b'Ping:',b'14.136',b'ms',b'Download:',b'2434.40',b'Mbit/s',b'Upload:',b'674.00',b'Mbit/s',2026-02-17 08:36:54
b'Ping:',b'13.491',b'ms',b'Download:',b'2294.84',b'Mbit/s',b'Upload:',b'662.41',b'Mbit/s',2026-02-17 08:36:59
b'Ping:',b'13.663',b'ms',b'Download:',b'2421.61',b'Mbit/s',b'Upload:',b'516.74',b'Mbit/s',2026-02-17 08:37:04
b'Ping:',b'13.686',b'ms',b'Download:',b'2253.73',b'Mbit/s',b'Upload:',b'510.75',b'Mbit/s',2026-02-17 08:37:09
b'Ping:',b'13.678',b'ms',b'Download:',b'2287.98',b'Mbit/s',b'Upload:',b'575.92',b'Mbit/s',2026-02-17 08:37:14
b'Ping:',b'13.922',b'ms',b'Download:',b'3222.77',b'Mbit/s',b'Upload:',b'612.38',b'Mbit/s',2026-02-17 08:37:19
b'Ping:',b'13.704',b'ms',b'Download:',b'2392.13',b'Mbit/s',b'Upload:',b'619.35',b'Mbit/s',2026-02-17 08:37:23
b'Ping:',b'13.5',b'ms',b'Download:',b'2264.34',b'Mbit/s',b'Upload:',b'635.28',b'Mbit/s',2026-02-17 08:37:28
b'Ping:',b'13.858',b'ms',b'Download:',b'3109.64',b'Mbit/s',b'Upload:',b'707.46',b'Mbit/s',2026-02-17 08:37:33
b'Ping:',b'14.068',b'ms',b'Download:',b'2370.37',b'Mbit/s',b'Upload:',b'683.76',b'Mbit/s',2026-02-17 08:37:37
